kinase	target
CSNK2A1	HMGA2
CSNK2A1	IL16
CSNK2A1	SLBP
CSNK2A1	STIP1
CSNK2A1	CSNK2A1
CSNK2A1	TERF1
CSNK2A1	WEE1
CSNK2A1	HSF1
CSNK2A1	CDC25B
CSNK2A1	CDC25C
CSNK2A1	SNCA
CSNK2A1	TOP2A
CSNK2A1	BIK
CSNK2A1	HDAC6
CSNK2A1	RGS19
CSNK2A1	TFPI
CSNK2A1	WASF2
CSNK2A1	PPARG
CSNK2A1	NCOA2
CSNK2A1	RPS6KA5
CSNK2A1	TWIST1
CSNK2A1	PGR
CSNK2A1	ESR1
CSNK2A1	STAT1
CSNK2A1	CASP9
CSNK2A1	NCF1
CSNK2A1	EIF4EBP1
CSNK2A1	EIF4G1
CSNK2A1	JUN
CSNK2A1	MYC
CSNK2A1	HMGN1
CSNK2A1	NR4A1
CSNK2A1	CTNNB1
CSNK2A1	CUX1
CSNK2A1	CDH1
CSNK2A1	LRP6
CSNK2A1	SNAI1
CSNK2A1	AMPH
CSNK2A1	SIRT1
CSNK2A1	MDC1
CSNK2A1	DAXX
CSNK2A1	CSNK2B
CSNK2A1	CDK1
CSNK2A1	BIRC5
CSNK2A1	CBX5
CSNK2A1	YY1
CSNK2A1	ABCC1
CSNK2A1	USP7
CSNK2A1	VAMP4
CSNK2A1	ABCF1
CSNK2A1	HES6
CSNK2A1	HHEX
CSNK2A1	ASCL1
CSNK2A1	CAPZA1
CSNK2A1	EXOSC9
CSNK2A1	IGF2R
CSNK2A1	UBE2R2
CSNK2A1	COL17A1
CSNK2A1	IGFBP1
CSNK2A1	HDAC2
CSNK2A1	ARRB2
CSNK2A1	TTI1
CSNK2A1	ACE
CSNK2A1	TSPY1
CSNK2A1	TNFAIP1
CSNK2A1	TLE1
CSNK2A1	THRA
CSNK2A1	EIF2S2
CSNK2A1	CD6
CSNK2A1	TELO2
CSNK2A1	F5
CSNK2A1	C1R
CSNK2A1	FURIN
CSNK2A1	STX1A
CSNK2A1	STC2
CSNK2A1	M6PR
CSNK2A1	ANP32B
CSNK2A1	STARD10
CSNK2A1	SSRP1
CSNK2A1	IFI16
CSNK2A1	SPI1
CSNK2A1	ARNT
CSNK2A1	FGA
CSNK2A1	EIF5
CSNK2A1	SLITRK1
CSNK2A1	APOE
CSNK2A1	SLC3A2
CSNK2A1	HDAC1
CSNK2A1	SHOX
CSNK2A1	ANP32A
CSNK2A1	SEPT2
CSNK2A1	SAT1
CSNK2A1	KLF1
CSNK2A1	RPS5
CSNK2A1	RNPS1
CSNK2A1	RNF7
CSNK2A1	ERCC3
CSNK2A1	GADD45GIP1
CSNK2A1	GAP43
CSNK2A1	CDC34
CSNK2A1	HDAC3
CSNK2A1	IP6K2
CSNK2A1	RAD1
CSNK2A1	CALM3
CSNK2A1	PTGES3
CSNK2A1	GGA1
CSNK2A1	PPM1A
CSNK2A1	EIF3J
CSNK2A1	PIN4
CSNK2A1	PDIA6
CSNK2A1	PDCL
CSNK2A1	PDCD5
CSNK2A1	CASQ2
CSNK2A1	PAWR
CSNK2A1	PACS1
CSNK2A1	CORO1C
CSNK2A1	ODC1
CSNK2A1	OAZ2
CSNK2A1	CTDP1
CSNK2A1	HSPH1
CSNK2A1	NR1H3
CSNK2A1	HOXB6
CSNK2A1	AIP
CSNK2A1	NKX2-5
CSNK2A1	CBX1
CSNK2A1	HOXB7
CSNK2A1	MAPRE2
CSNK2A1	NFKBIB
CSNK2A1	MYH2
CSNK2A1	MYF5
CSNK2A1	GPI
CSNK2A1	MYBL1
CSNK2A1	MUSK
CSNK2A1	CTNNA1
CSNK2A1	MME
CSNK2A1	MECOM
CSNK2A1	MAX
CSNK2A1	LEF1
CSNK2A1	CARD9
CSNK2A1	PIP4K2A
CSNK2A1	PACSIN1
CSNK2A1	FMR1
CSNK2A1	MYH10
CSNK2A1	NOTCH1
CSNK2A1	MYCN
CSNK2A1	CAV2
CSNK2A1	SPTAN1
CSNK2A1	NPHP1
CSNK2A1	ARNTL
CSNK2A1	ATXN3
CSNK2A1	PAX3
CSNK2A1	DZIP1
CSNK2A1	CEBPD
CSNK2A1	NFE2L1
CSNK2A1	BCAM
CSNK2A1	ATF1
CSNK2A1	BID
CSNK2A1	HNRNPC
CSNK2A1	TARDBP
CSNK2A1	MRE11A
CSNK2A1	SMC3
CSNK2A1	PER2
CSNK2A1	PSEN2
CSNK2A1	MAZ
CSNK2A1	MYB
CSNK2A1	CCNH
CSNK2A1	TYMS
CSNK2A1	SRPK1
CSNK2A1	CDC37
CSNK2A1	DDX58
CSNK2A1	DMBT1
CSNK2A1	L1CAM
CSNK2A1	MYH9
CSNK2A1	CDC27
CSNK2A1	PLD1
CSNK2A1	FOSB
CSNK2A1	PEA15
CSNK2A1	NCOR2
CSNK2A1	DDIT3
CSNK2A1	RPS6KA4
CSNK2A1	MEF2A
CSNK2A1	MEF2C
CSNK2A1	CLIP1
CSNK2A1	RAD51
CSNK2A1	HSP90AB1
CSNK2A1	PPP1R2
CSNK2A1	PTPRC
CSNK2A1	SET
CSNK2A1	CREB1
CSNK2A1	RELA
CSNK2A1	CASP2
CSNK2A1	XRCC4
CSNK2A1	IGFBP3
CSNK2A1	XRCC1
CSNK2A1	HSP90AA1
CSNK2A1	PDX1
CSNK2A1	AKT1
CSNK2A1	OTUB1
CSNK2A1	BRCA1
CSNK2A1	MCM2
CSNK2A1	FAF1
CSNK2A1	GMNN
CSNK2A1	VHL
CSNK2A1	IKZF1
CSNK2A1	SLC9A5
CSNK2A1	MDM2
CSNK2A1	PAK1
CSNK2A1	PTEN
CSNK2A1	MAPK9
CSNK2A2	HSF1
CSNK2A2	CTNNB1
CSNK2A2	NKX3-1
CSNK2A2	CSNK2B
CSNK2A2	SMC3
CSNK2A2	CCNH
CSNK2A2	TYMS
CSNK2A2	SRPK1
CSNK2A2	CDC37
CSNK2A2	XRCC1
SRPK1	RBM4
SRPK1	RBM8A
SRPK1	SRSF1
SRPK1	SRPK1
FGFR2	CTNNB1
FGFR2	PTEN
FGFR2	FGFR2
FGFR3	RPS6KA3
FGFR3	FGFR3
FGFR3	STAT1
FGFR3	CTNNB1
FGFR3	PTEN
FRK	FOS
FRK	PTEN
FRK	FRK
PLK1	SRI
PLK1	TP73
PLK1	VIM
PLK1	DVL2
PLK1	FBXO5
PLK1	IKBKB
PLK1	CDC6
PLK1	ORC2
PLK1	NUDC
PLK1	TERF1
PLK1	WEE1
PLK1	PTPN1
PLK1	ANAPC1
PLK1	CDC16
PLK1	TEX14
PLK1	CDC23
PLK1	PRC1
PLK1	ANAPC4
PLK1	ERCC6L
PLK1	KAT7
PLK1	BUB1B
PLK1	ANAPC7
PLK1	BRCA2
PLK1	SVIL
PLK1	TPT1
PLK1	BRF1
PLK1	CENPQ
PLK1	CENPU
PLK1	CCNT1
PLK1	SUZ12
PLK1	SUGT1
PLK1	RIOK2
PLK1	RAP1GAP
PLK1	PLEKHG6
PLK1	PKMYT1
PLK1	PINX1
PLK1	PCNT
PLK1	KIZ
PLK1	KIF2B
PLK1	KIF2A
PLK1	GORASP1
PLK1	ZMYM2
PLK1	RAN
PLK1	SGOL1
PLK1	TRIOBP
PLK1	DCTN1
PLK1	NEDD1
PLK1	MAP9
PLK1	BORA
PLK1	FADD
PLK1	HSF1
PLK1	PIN1
PLK1	BCL2L1
PLK1	CDC25B
PLK1	CDC25C
PLK1	SNCB
PLK1	NPM1
PLK1	SNCA
PLK1	CCNB1
PLK1	CEP55
PLK1	GTSE1
PLK1	TOP2A
PLK1	ESPL1
PLK1	IRS1
PLK1	CTNNB1
PLK1	TOPORS
PLK1	IRS2
PLK1	AXIN1
PLK1	MAD1L1
PLK1	TP53BP1
PLK1	CHEK2
PLK1	CLSPN
PLK1	ATXN10
PLK1	NINL
PLK1	RACGAP1
PLK1	BIRC5
PLK1	YY1
PLK1	KIF23
PLK1	CDC27
PLK1	CLIP1
PLK1	RAD51
PLK1	MDM2
PLK1	OPTN
PLK1	PTEN
PLK2	CALU
PLK2	YWHAE
PLK2	SNCB
PLK2	NPM1
PLK2	SNCA
PLK2	ADAM17
PLK2	FBXW7
PLK2	CENPJ
PLK3	TP53
PLK3	VRK1
PLK3	BCL2L1
PLK3	CDC25C
PLK3	CALU
PLK3	YWHAE
PLK3	SNCB
PLK3	NPM1
PLK3	SNCA
PLK3	CCNB1
PLK3	TOP2A
PLK3	ATF2
PLK3	JUN
PLK3	HIF1A
PLK3	CHEK2
PLK3	CDC25A
PLK3	HSP90AB1
PLK3	PTEN
ADRBK1	HRH1
ADRBK1	TBXA2R
ADRBK1	OPRD1
ADRBK1	OPRM1
ADRBK1	EZR
ADRBK1	MSN
ADRBK1	RDX
ADRBK1	SNCA
ADRBK1	IRS1
ADRBK1	SMAD2
ADRBK1	ADIPOR1
ADRBK1	CLTB
ADRBK1	TUBB3
ADRBK1	PDE6G
ADRBK1	CHRM2
ADRBK1	SLC9A5
ADRBK1	KCNIP3
ADRBK1	ADRB2
ADRBK1	CXCR4
ADRBK1	IGF1R
ADRBK1	MAPK14
ADRBK2	TBXA2R
ADRBK2	OPRM1
ADRBK2	ADRB2
ADRBK2	CXCR4
ADRBK2	CCR5
ADRBK2	OPRL1
ADRBK2	SSTR2
ADRBK2	OPRK1
GRK6	ADRB2
GRK6	CXCR4
GRK6	GRK6
GRK6	LTB4R
GRK6	IGF1R
LRRK2	MAPT
LRRK2	LRRK2
LRRK2	RPS11
LRRK2	RPS15
LRRK2	EZR
LRRK2	MSN
LRRK2	RDX
LRRK2	SNAPIN
LRRK2	RAB5B
LRRK2	AKT1
MAP4K4	EZR
MAP4K4	MSN
MAP4K4	RDX
STK10	EZR
STK10	MSN
STK10	RDX
STK10	PLK1
MAP3K8	PLCB3
MAP3K8	ABL1
MAP3K8	EZR
MAP3K8	MSN
MAP3K8	RDX
MAP3K8	RPS6KA1
MAP3K8	EIF4EBP1
MAP3K8	EIF4G1
MAP3K8	CHEK1
MAP3K8	MAP2K1
MAP3K8	MAP2K2
MAP3K8	CDK1
MAP3K8	CREB1
MAP3K8	HIST1H2BB
MAP3K8	PLK1
MAP3K8	MAP2K3
MAP3K8	MAP2K6
ROCK1	HIST1H3A
ROCK1	DES
ROCK1	GFAP
ROCK1	SOX9
ROCK1	ADD1
ROCK1	MARCKS
ROCK1	VIM
ROCK1	PFN1
ROCK1	ARHGAP35
ROCK1	PTK2
ROCK1	ARHGAP24
ROCK1	TIAM2
ROCK1	PPP1R12B
ROCK1	DIAPH3
ROCK1	DAPK3
ROCK1	CNN3
ROCK1	FHOD1
ROCK1	EZR
ROCK1	MSN
ROCK1	RDX
ROCK1	PPP1R12A
ROCK1	MYL12B
ROCK1	MYL9
ROCK1	LIMK1
ROCK1	SLC9A1
ROCK1	MAPK8IP3
ROCK1	DPYSL2
ROCK1	LIMK2
ROCK1	PARD3
ROCK1	RND3
ROCK1	PTEN
ROCK2	PPP1R14A
ROCK2	TNNI3
ROCK2	PPP1R14B
ROCK2	CNN3
ROCK2	EZR
ROCK2	MSN
ROCK2	RDX
ROCK2	PPP1R12A
ROCK2	BACE1
ROCK2	IRF4
ROCK2	SH3GL2
ROCK2	SORL1
ROCK2	EEF1A1
ROCK2	MYL12B
ROCK2	IRS1
ROCK2	SLC9A1
ROCK2	APP
ROCK2	DPYSL2
ROCK2	LIMK2
PRKCQ	BAD
PRKCQ	HIST1H3A
PRKCQ	HABP4
PRKCQ	AICDA
PRKCQ	ARHGEF6
PRKCQ	FOSL1
PRKCQ	WIPF1
PRKCQ	RASGRP1
PRKCQ	ICAM3
PRKCQ	KRAS
PRKCQ	CBLB
PRKCQ	RASGRP3
PRKCQ	CD4
PRKCQ	SPN
PRKCQ	NR2F6
PRKCQ	PIP5K1B
PRKCQ	PRKCQ
PRKCQ	STK39
PRKCQ	PTPN6
PRKCQ	CARD11
PRKCQ	RAPGEF2
PRKCQ	EZR
PRKCQ	MSN
PRKCQ	RDX
PRKCQ	PPP1R12A
PRKCQ	IRS1
PRKCQ	PTPN7
PRKCQ	CCDC88A
PRKCQ	NDRG2
PRKCQ	PDPK1
CDK16	NSF
CDK16	PRKAR1A
FES	FES
FES	NSF
FES	PECAM1
FES	BCR
FES	HCLS1
FER	STAT3
FER	NSF
FER	PECAM1
FER	JUP
FER	FER
FER	EZR
FER	CTTN
FER	AR
FER	CTNNB1
PAK3	CTTN
PRKCI	BAD
PRKCI	MAPT
PRKCI	AICDA
PRKCI	RPS6KB2
PRKCI	EZR
PRKCI	CDK7
PRKCI	FBXW7
PRKCI	CTTN
PRKCI	IRAK1
PRKCI	SMARCD3
PRKCI	ECT2
PRKCI	LLGL1
PRKCI	LLGL2
PRKCI	RIC8A
PRKCI	PARD6A
PRKCI	GLI1
PRKCI	MARK2
PRKCI	MARK3
AKT1	BAD
AKT1	HIST1H3A
AKT1	PFKFB2
AKT1	PFKFB3
AKT1	NOS3
AKT1	ATXN1
AKT1	PDE3B
AKT1	RARA
AKT1	NF2
AKT1	CYTH2
AKT1	KCNH2
AKT1	PDE3A
AKT1	NCOR1
AKT1	RAF1
AKT1	TAL1
AKT1	PLCG1
AKT1	SSB
AKT1	HSPB1
AKT1	YWHAZ
AKT1	CFLAR
AKT1	VIM
AKT1	GSK3A
AKT1	GSK3B
AKT1	PTK2
AKT1	RAC1
AKT1	HNRNPA1
AKT1	GRB10
AKT1	BECN1
AKT1	ILF3
AKT1	TOPBP1
AKT1	ZYX
AKT1	DNMT1
AKT1	PPP1CA
AKT1	EZH2
AKT1	FOXO1
AKT1	TCF3
AKT1	CDKN1B
AKT1	CARHSP1
AKT1	CSNK2A1
AKT1	GATA2
AKT1	RGCC
AKT1	TERF1
AKT1	WEE1
AKT1	PTPN1
AKT1	RPS3
AKT1	CELF1
AKT1	CDC25B
AKT1	PALLD
AKT1	ESR2
AKT1	BRAF
AKT1	GAB2
AKT1	TSC2
AKT1	GATA1
AKT1	TWIST1
AKT1	ESR1
AKT1	AR
AKT1	RUNX2
AKT1	SP1
AKT1	EGFR
AKT1	NR3C1
AKT1	H3F3B
AKT1	FOXO3
AKT1	CASP9
AKT1	NCF1
AKT1	CREBBP
AKT1	EP300
AKT1	LMNA
AKT1	IRS1
AKT1	NR4A1
AKT1	SLC9A1
AKT1	BCL2L11
AKT1	CTNNB1
AKT1	AKT1S1
AKT1	WNK1
AKT1	CTNND2
AKT1	NHEJ1
AKT1	VCP
AKT1	CHEK1
AKT1	CDKN1C
AKT1	TBC1D4
AKT1	MDM4
AKT1	CDKN1A
AKT1	STK4
AKT1	PEA15
AKT1	AKT1
AKT1	BRCA1
AKT1	BTK
AKT1	ADRB2
AKT1	CDK2
AKT1	MTOR
AKT1	ULK1
AKT1	PIKFYVE
AKT1	TBC1D1
AKT1	HIST1H2BB
AKT1	ACAP1
AKT1	USP4
AKT1	USP8
AKT1	TTC3
AKT1	TP53RK
AKT1	ACLY
AKT1	TKT
AKT1	ARFIP2
AKT1	SYTL1
AKT1	SRPK2
AKT1	SOX2
AKT1	SKI
AKT1	SH3BP4
AKT1	ARHGAP22
AKT1	S1PR1
AKT1	RNF11
AKT1	PRPH
AKT1	PHF20
AKT1	PACS2
AKT1	LTB4R2
AKT1	ALYREF
AKT1	KAT6A
AKT1	HMOX1
AKT1	HK2
AKT1	HJURP
AKT1	GRIN2C
AKT1	GOLGA3
AKT1	FAM129A
AKT1	ESRRG
AKT1	DOCK6
AKT1	CYTH3
AKT1	COPS6
AKT1	CDCA7
AKT1	BMI1
AKT1	ZFP36L1
AKT1	ACIN1
AKT1	BCL10
AKT1	MAP3K8
AKT1	EPHA2
AKT1	FOXG1
AKT1	EIF2AK3
AKT1	DIABLO
AKT1	MAP3K12
AKT1	FOXO4
AKT1	CCDC88A
AKT1	TERT
AKT1	TIAM1
AKT1	ITGB3
AKT1	MST1R
AKT1	AGAP2
AKT1	HTT
AKT1	CCT2
AKT1	EIF4B
AKT1	MXD1
AKT1	PDCD4
AKT1	NDRG2
AKT1	METTL1
AKT1	RPS6
AKT1	RANBP3
AKT1	YBX1
AKT1	MAP2K4
AKT1	CBY1
AKT1	CLK2
AKT1	EDC3
AKT1	SH3RF1
AKT1	FLNC
AKT1	XIAP
AKT1	CHUK
AKT1	PCBP1
AKT1	SIK2
AKT1	HTRA2
AKT1	KHSRP
AKT1	PPARGC1A
AKT1	MAP3K5
AKT1	GLI2
AKT1	FANCA
AKT1	RICTOR
AKT1	MDM2
AKT1	IRAK1
AKT1	PHB
AKT1	STK3
AKT1	YAP1
AKT1	MAP3K11
AKT1	FOXA2
AKT1	NUAK1
AKT1	PAK1
AKT2	HIST1H3A
AKT2	GAPDH
AKT2	EZR
AKT2	ESR1
AKT2	CTNNB1
AKT2	RACGAP1
AKT2	ANKRD2
AKT2	STXBP4
AKT2	TMOD3
AKT2	C2CD5
AKT2	SGTA
AKT2	PPIF
AKT2	PITX2
AKT2	MYO5A
AKT2	CD34
AKT2	CBY1
AKT2	CLK2
AKT2	EDC3
AKT2	SH3RF1
AKT2	FLNC
AKT2	XIAP
AKT2	CHUK
AKT2	PCBP1
AKT2	SIK2
AKT2	HTRA2
AKT2	KHSRP
AKT2	PPARGC1A
AKT2	MAP3K5
AURKC	HIST1H3A
AURKC	TACC1
GSG2	HIST1H3A
TGM2	HIST1H3A
TLK1	HIST1H3A
TLK1	RAD9A
ZAK	HIST1H3A
ZAK	CHEK2
ZAK	ZAK
PBK	HIST1H3A
PBK	GPSM2
PBK	PRDX1
CDK8	STAT3
CDK8	HIST1H3A
CDK8	SMAD3
CDK8	STAT5A
CDK8	STAT1
CDK8	E2F1
CDK8	SMAD1
CDK8	CCNH
PKN1	HIST1H3A
PKN1	MAPT
PKN1	HDAC5
PKN1	MARCKS
PKN1	PKN1
PKN1	EGFR
PKN1	CRYAB
PKN1	CLIP1
PKN1	HDAC9
PKN1	TRAF1
PKN3	EGFR
PKN3	CLIP1
JAK1	PTPN11
JAK1	STAT1
JAK1	MAP3K5
JAK1	IL7R
JAK2	STAT3
JAK2	HIST1H3A
JAK2	STAT5B
JAK2	STAP2
JAK2	GRB2
JAK2	PTPN11
JAK2	ARHGEF1
JAK2	CCR2
JAK2	PRLR
JAK2	PRMT5
JAK2	EPOR
JAK2	CTLA4
JAK2	SOCS3
JAK2	MAPK1
JAK2	MAPK3
JAK2	PDK1
JAK2	EZH2
JAK2	CDKN1B
JAK2	JAK2
JAK2	GAB2
JAK2	GTF2I
JAK2	STAT5A
JAK2	STAT1
JAK2	MAP3K5
JAK2	PAK1
JAK3	ELAVL1
JAK3	PLD2
JAK3	JAK1
JAK3	JAK3
JAK3	SIGLEC10
JAK3	STAT5A
JAK3	SHC1
JAK3	STAT1
JAK3	NFATC1
ARAF	BAD
ARAF	MAP2K1
PIM3	BAD
PAK7	BAD
PAK7	GATA1
PAK7	PAK7
CAMK2G	BAD
CAMK2G	STAT1
CAMK2G	CAMK2G
BRAF	BAD
BRAF	EEF1A1
BRAF	TTK
BRAF	BRAF
BRAF	EEF1A2
BRAF	MAP2K1
BRAF	MAP2K2
RAF1	BAD
RAF1	RAF1
RAF1	PPP1R12A
RAF1	MYC
RAF1	EEF1A2
RAF1	MAP2K1
RAF1	KLF10
PIM1	BAD
PIM1	HIST1H3A
PIM1	CDKN1B
PIM1	ABCG2
PIM1	SKP2
PIM1	RUNX3
PIM1	POU5F1
PIM1	AR
PIM1	FOXO3
PIM1	MYC
PIM1	NKX3-1
PIM1	CDKN1A
PIM1	RELA
PIM1	CXCR4
PIM1	MAP3K5
PIM1	MDM2
PIM1	MARK3
PIM2	BAD
PIM2	PKM
PIM2	MYC
PIM2	CDKN1A
MOS	MOS
MOS	VIM
MOS	MYOD1
MOS	MAP2K1
PAK1	BAD
PAK1	HIST1H3A
PAK1	ARHGDIA
PAK1	NF2
PAK1	RAF1
PAK1	GNAZ
PAK1	ILK
PAK1	VIM
PAK1	PA2G4
PAK1	GIT1
PAK1	CRK
PAK1	MYL9
PAK1	LIMK1
PAK1	ITGB3BP
PAK1	STMN1
PAK1	BRAF
PAK1	ARHGEF2
PAK1	MYLK
PAK1	ESR1
PAK1	CTTN
PAK1	STAT5A
PAK1	CTNNB1
PAK1	PXN
PAK1	FLNA
PAK1	SNAI1
PAK1	MAP2K1
PAK1	KIF2C
PAK1	PCBP1
PAK1	PAK1
PAK1	AJUBA
PAK1	PGAM1
PAK1	PGM1
PAK1	TBCB
PAK1	NET1
PAK1	MORC2
PAK1	DYNLL1
PAK1	FXR1
PAK1	ELF3
PAK1	SPEN
PAK1	ARPC1B
PAK1	AURKA
PAK1	PLK1
PAK1	MAP3K1
PAK1	CTBP1
BAZ1B	H2AFX
STK4	STK38
STK4	TNNI3
STK4	PRDX1
STK4	ABL1
STK4	BECN1
STK4	FOXO3
STK4	H2AFX
STK4	STK4
STK4	AURKB
STK4	HIST1H2BB
STK4	MOB1B
DAPK1	TP53
DAPK1	GRIN2B
DAPK1	CAMKK2
DAPK1	TPM1
DAPK1	RPL13A
DAPK1	MYL12B
DAPK1	BECN1
DAPK1	HSF1
DAPK1	PIN1
DAPK1	DAPK1
DAPK1	MCM3
MAPKAPK3	BECN1
ULK2	BECN1
ULK1	SDCBP
ULK1	BECN1
ULK1	RPTOR
ULK1	ULK1
ULK1	ATG13
ULK1	ATG9A
ULK1	SQSTM1
ULK1	TMEM173
CDC42BPA	MYL9
CDC42BPA	CDC42BPA
CIT	MYL9
DAPK3	TP53
DAPK3	PPP1R14A
DAPK3	DAPK3
DAPK3	RPL13A
DAPK3	MYL12B
DAPK3	MYL2
DAPK3	MYL9
DAPK3	CDKN1A
DAPK3	MDM2
MYLK	MYL12B
MYLK	MYL2
MYLK	MYL9
MAP3K12	MYL12B
MAP3K12	MAP2K4
PAK4	PAK4
PAK4	MYL12B
PAK4	RAN
PAK4	ARHGEF2
PAK4	CTNNB1
PAK4	PXN
PAK4	ITGB5
PAK4	STMN2
ILK	NACA
ILK	PPP1R14C
ILK	PPP1R14A
ILK	PPP1R14B
ILK	MYL12B
ILK	AKT1
PIKFYVE	AKT1
TNK2	WWOX
TNK2	WAS
TNK2	AR
TNK2	AKT1
TNK2	TNK2
MAPKAPK2	PFKFB3
MAPKAPK2	SRF
MAPKAPK2	HSPB1
MAPKAPK2	YWHAZ
MAPKAPK2	TP53
MAPKAPK2	ALOX5
MAPKAPK2	RPS6KA3
MAPKAPK2	AGO2
MAPKAPK2	BECN1
MAPKAPK2	ARPC5
MAPKAPK2	TRIM29
MAPKAPK2	RCSD1
MAPKAPK2	PARN
MAPKAPK2	BAG2
MAPKAPK2	LSP1
MAPKAPK2	LPCAT2
MAPKAPK2	HNRNPA0
MAPKAPK2	KRT20
MAPKAPK2	RTN4
MAPKAPK2	ZFP36
MAPKAPK2	PIAS1
MAPKAPK2	KRT18
MAPKAPK2	DDX5
MAPKAPK2	LIMK1
MAPKAPK2	HSF1
MAPKAPK2	BCL2L1
MAPKAPK2	CDC25B
MAPKAPK2	CDC25C
MAPKAPK2	MAPKAPK2
MAPKAPK2	TSC2
MAPKAPK2	TH
MAPKAPK2	EEF2K
MAPKAPK2	AATF
MAPKAPK2	TRIM28
MAPKAPK2	CREB1
MAPKAPK2	AKT1
MAPKAPK2	ZFP36L1
MAPKAPK2	MDM2
MAPKAPK2	PLK1
PAK6	LIMK1
PAK6	AR
PAK6	PACSIN1
PAK6	MDM2
STK24	PPP1R14C
STK24	RHOA
STK24	STK38L
STK24	STK24
CAMK1	LIPE
CAMK1	RPS19
CAMK1	CAMK2A
CAMK1	HDAC5
CAMK1	MYL9
CAMK1	CDKN1B
CAMK1	GCM1
CAMK1	HDAC7
CAMK1	EIF4G3
CAMK1	HDAC9
CAMK1G	EIF4G3
PNCK	HSP90AB1
PNCK	HSP90AA1
PNCK	EIF4G3
MAP3K7	HDAC5
MAP3K7	KSR1
MAP3K7	MAP3K7
MAP3K7	PRKAA2
MAP3K7	TAB1
MAP3K7	PTPN3
MAP3K7	MAP2K6
MAP3K7	HDAC4
MAP3K7	HDAC7
MARK2	KCNK18
MARK2	MAPT
MARK2	HDAC5
MARK2	DLG4
MARK2	ARHGEF2
MARK2	PARD3
MARK2	MARK2
MARK2	BAIAP2
MARK2	KIF13B
MARK2	UTRN
MARK2	RNF41
MARK2	RAB11FIP2
MARK2	HDAC4
MARK2	HDAC7
MARK2	PINK1
MARK2	CRTC2
PRKD1	BAD
PRKD1	CACNA1C
PRKD1	HSPB1
PRKD1	HDAC5
PRKD1	AHCYL1
PRKD1	ARFIP1
PRKD1	TLR5
PRKD1	TLR4
PRKD1	RTKN
PRKD1	REM1
PRKD1	RABEP1
PRKD1	PTRH2
PRKD1	PLEKHG5
PRKD1	OSBP
PRKD1	SSH1
PRKD1	PAK4
PRKD1	COL4A3BP
PRKD1	DLC1
PRKD1	TFAP2A
PRKD1	TCAP
PRKD1	PIK3R1
PRKD1	ITGB4
PRKD1	VASP
PRKD1	MYBPC3
PRKD1	PPP1R14A
PRKD1	TNNI3
PRKD1	PRKD1
PRKD1	PRKD2
PRKD1	CFL1
PRKD1	RIN1
PRKD1	MAP4K1
PRKD1	SYK
PRKD1	PI4KB
PRKD1	MBP
PRKD1	SPHK2
PRKD1	CTTN
PRKD1	JUN
PRKD1	CTNNB1
PRKD1	SNAI1
PRKD1	PIP4K2A
PRKD1	CREB1
PRKD1	AKT1
PRKD1	MARK2
PRKD1	HDAC7
PRKD2	PKD2
PRKD2	HDAC5
PRKD2	SSH1
PRKD2	PRKD1
PRKD2	PRKD2
PRKD2	RIN1
PRKD2	PI4KB
PRKD2	CIB1
PRKD2	SET
PRKD2	MARK2
PRKD3	HDAC5
PRKD3	PRKD1
PRKD3	GIT1
NME1	NME1
NME1	KSR1
PIK3CG	PIK3CG
PIK3CG	SET
CDK4	RB1
CDK4	PELP1
CDK4	RBL1
CDK4	UBTF
CDK4	FOXO1
CDK4	TCF3
CDK4	CELF1
CDK4	FOXM1
CDK4	RBL2
CDK4	SOD2
CDK4	WDR77
CDK4	RUNX3
CDK4	SMAD3
CDK4	CEBPA
CDK4	GATA4
CDK4	MEF2D
CDK4	RASSF1
CDK4	BRCA1
CDK6	RB1
CDK6	RUNX1
CDK6	CDKN1B
CDK6	CELF1
CDK6	FOXM1
CDK6	RBL2
CDK6	NPM1
CDK6	CEBPA
CDK6	CDKN1A
DYRK1B	HDAC5
DYRK1B	CDKN1B
DYRK1B	CCND1
DYRK1B	HNF1A
DYRK1B	SF3B1
DYRK1B	NKX3-1
DYRK1B	CDKN1A
DYRK1B	H3F3A
UHMK1	CDKN1B
UHMK1	STMN1
UHMK1	FAM64A
UHMK1	SF1
MAP3K10	TCF3
MAP3K10	DYRK2
KSR1	RAF1
MAP2K1	RAF1
MAP2K1	TAL1
MAP2K1	GSK3B
MAP2K1	MAPK1
MAP2K1	MAPK3
MAP2K1	MYOD1
MAP2K1	HSF1
MAP2K1	PPARG
MAP2K1	KRT8
MAP2K2	MAPK3
MAP2K2	KRT8
CDK20	ICK
CDK20	CDK2
ICK	KIF3A
ICK	RPTOR
ICK	BAG6
ICK	ICK
EIF2AK1	EIF2S1
EIF2AK1	EIF2AK1
EIF2AK3	EIF2S1
EIF2AK3	EIF2AK3
EIF2AK4	EIF2S1
EIF2AK4	MARS
EIF2AK2	MAPT
EIF2AK2	TP53
EIF2AK2	PPP2R5A
EIF2AK2	ILF3
EIF2AK2	IRS1
EIF2AK2	EIF2AK2
EIF2AK2	EIF2S1
EIF2AK2	CDK1
ERBB2	ERBB2
ERBB2	CTNNB1
ERBB2	CDK1
ERBB2	DOCK7
ERBB2	PLXNB1
ERBB2	BBC3
PKMYT1	CDK1
WEE2	CDK1
WEE1	CDK1
WEE1	HSP90AA1
WEE1	CDK2
ACVRL1	ENG
